Delivery Start (CET);Delivery End (CET);NO2 Fossil Gas (MW);NO2 Hydro Pumped Storage (MW);NO2 Hydro Run Of River And Poundage (MW);NO2 Hydro Water Reservoir (MW);NO2 Waste (MW);NO2 Wind Offshore (MW);NO2 Wind Onshore (MW);NO2 Total (MW)
14.01.2025 09:00:00;14.01.2025 10:00:00;14;0;920;5565;4;;1009;7512
14.01.2025 10:00:00;14.01.2025 11:00:00;14;0;922;5243;4;;1004;7187
14.01.2025 11:00:00;14.01.2025 12:00:00;14;0;935;5244;4;;1016;7213
14.01.2025 12:00:00;14.01.2025 13:00:00;14;0;942;5269;4;;1045;7274
14.01.2025 13:00:00;14.01.2025 14:00:00;13;0;946;5238;4;;1096;7297
14.01.2025 14:00:00;14.01.2025 15:00:00;13;0;947;5719;4;;1090;7773
14.01.2025 15:00:00;14.01.2025 16:00:00;14;1;949;5447;4;;1087;7502
14.01.2025 16:00:00;14.01.2025 17:00:00;14;1;957;6569;4;;1079;8624
14.01.2025 17:00:00;14.01.2025 18:00:00;14;1;962;6598;4;;1070;8649
14.01.2025 18:00:00;14.01.2025 19:00:00;14;1;965;6501;4;;1019;8504
14.01.2025 19:00:00;14.01.2025 20:00:00;14;1;968;5868;4;;813;7668
14.01.2025 20:00:00;14.01.2025 21:00:00;14;1;959;5740;4;;645;7363
14.01.2025 21:00:00;14.01.2025 22:00:00;14;1;971;5634;4;;525;7149
14.01.2025 22:00:00;14.01.2025 23:00:00;14;1;975;5770;4;;392;7156
14.01.2025 23:00:00;15.01.2025 00:00:00;14;8;960;5484;4;;380;6850
15.01.2025 00:00:00;15.01.2025 01:00:00;14;120;955;5369;4;;384;6846
15.01.2025 01:00:00;15.01.2025 02:00:00;14;142;959;5524;5;;395;7039
15.01.2025 02:00:00;15.01.2025 03:00:00;14;167;947;5778;5;;386;7297
15.01.2025 03:00:00;15.01.2025 04:00:00;14;179;942;6025;5;;420;7585
15.01.2025 04:00:00;15.01.2025 05:00:00;14;180;937;6587;5;;421;8144
15.01.2025 05:00:00;15.01.2025 06:00:00;14;430;938;7228;5;;296;8911
15.01.2025 06:00:00;15.01.2025 07:00:00;14;473;948;7710;4;;253;9402
15.01.2025 07:00:00;15.01.2025 08:00:00;14;457;954;7544;4;;204;9177
15.01.2025 08:00:00;15.01.2025 09:00:00;14;376;957;7616;4;;231;9198
15.01.2025 09:00:00;15.01.2025 10:00:00;14;453;964;7937;4;;302;9674
15.01.2025 10:00:00;15.01.2025 11:00:00;14;471;966;8362;4;;390;10207
15.01.2025 11:00:00;15.01.2025 12:00:00;14;464;975;7824;4;;303;9584
15.01.2025 12:00:00;15.01.2025 13:00:00;14;452;972;7931;4;;253;9626
15.01.2025 13:00:00;15.01.2025 14:00:00;14;456;972;7758;4;;255;9459
15.01.2025 14:00:00;15.01.2025 15:00:00;14;424;971;7782;4;;223;9418
15.01.2025 15:00:00;15.01.2025 16:00:00;14;440;973;7681;4;;186;9298
15.01.2025 16:00:00;15.01.2025 17:00:00;14;399;975;7601;4;;210;9203
15.01.2025 17:00:00;15.01.2025 18:00:00;14;426;976;7571;4;;243;9234
15.01.2025 18:00:00;15.01.2025 19:00:00;14;424;976;7542;4;;239;9199
15.01.2025 19:00:00;15.01.2025 20:00:00;14;384;971;7445;4;;257;9075
15.01.2025 20:00:00;15.01.2025 21:00:00;14;174;962;7161;4;;246;8561
15.01.2025 21:00:00;15.01.2025 22:00:00;14;202;951;6582;4;;263;8016
15.01.2025 22:00:00;15.01.2025 23:00:00;13;131;938;7051;4;;204;8341
15.01.2025 23:00:00;16.01.2025 00:00:00;9;153;909;6993;4;;188;8256
16.01.2025 00:00:00;16.01.2025 01:00:00;9;151;898;6356;4;;180;7598
16.01.2025 01:00:00;16.01.2025 02:00:00;13;156;893;6370;4;;139;7575
16.01.2025 02:00:00;16.01.2025 03:00:00;13;132;870;6228;4;;178;7425
16.01.2025 03:00:00;16.01.2025 04:00:00;14;144;868;6265;4;;143;7438
16.01.2025 04:00:00;16.01.2025 05:00:00;14;134;859;6297;4;;109;7417
16.01.2025 05:00:00;16.01.2025 06:00:00;14;142;861;6446;4;;93;7560
16.01.2025 06:00:00;16.01.2025 07:00:00;13;178;865;6969;4;;104;8133
16.01.2025 07:00:00;16.01.2025 08:00:00;10;136;884;7281;4;;158;8473
16.01.2025 08:00:00;16.01.2025 09:00:00;8;150;872;7258;4;;192;8484
16.01.2025 09:00:00;16.01.2025 10:00:00;10;141;878;7239;4;;238;8510
16.01.2025 10:00:00;16.01.2025 11:00:00;13;176;876;7237;4;;255;8561
16.01.2025 11:00:00;16.01.2025 12:00:00;14;176;883;7301;4;;282;8660
16.01.2025 12:00:00;16.01.2025 13:00:00;14;174;877;7244;4;;232;8545
16.01.2025 13:00:00;16.01.2025 14:00:00;14;155;885;7158;4;;256;8472
16.01.2025 14:00:00;16.01.2025 15:00:00;11;148;882;7079;4;;248;8372
16.01.2025 15:00:00;16.01.2025 16:00:00;12;168;884;7223;4;;247;8538
16.01.2025 16:00:00;16.01.2025 17:00:00;14;143;885;7497;4;;240;8783
16.01.2025 17:00:00;16.01.2025 18:00:00;14;140;893;7635;4;;254;8940
16.01.2025 18:00:00;16.01.2025 19:00:00;13;127;889;7583;4;;308;8924
16.01.2025 19:00:00;16.01.2025 20:00:00;13;178;887;6934;4;;394;8410
16.01.2025 20:00:00;16.01.2025 21:00:00;13;172;868;6665;4;;390;8112
16.01.2025 21:00:00;16.01.2025 22:00:00;14;173;878;6243;4;;488;7800
16.01.2025 22:00:00;16.01.2025 23:00:00;14;166;867;6017;4;;518;7586
16.01.2025 23:00:00;17.01.2025 00:00:00;14;126;856;5815;4;;538;7353
17.01.2025 00:00:00;17.01.2025 01:00:00;14;161;857;5763;4;;524;7323
17.01.2025 01:00:00;17.01.2025 02:00:00;14;161;847;5710;4;;488;7224
17.01.2025 02:00:00;17.01.2025 03:00:00;14;162;839;5564;4;;414;6997
17.01.2025 03:00:00;17.01.2025 04:00:00;14;162;839;5605;4;;420;7044
17.01.2025 04:00:00;17.01.2025 05:00:00;13;162;829;5476;4;;491;6975
17.01.2025 05:00:00;17.01.2025 06:00:00;13;162;824;5511;4;;573;7087
17.01.2025 06:00:00;17.01.2025 07:00:00;13;176;823;6092;4;;588;7696
17.01.2025 07:00:00;17.01.2025 08:00:00;12;182;826;6743;4;;594;8361
17.01.2025 08:00:00;17.01.2025 09:00:00;11;187;833;6861;4;;634;8530
17.01.2025 09:00:00;17.01.2025 10:00:00;11;183;846;6792;4;;572;8408
17.01.2025 10:00:00;17.01.2025 11:00:00;11;183;844;6767;4;;570;8379
17.01.2025 11:00:00;17.01.2025 12:00:00;10;180;829;6550;4;;565;8138
17.01.2025 12:00:00;17.01.2025 13:00:00;10;179;810;6300;4;;576;7879
17.01.2025 13:00:00;17.01.2025 14:00:00;9;165;806;5907;4;;523;7414
17.01.2025 14:00:00;17.01.2025 15:00:00;10;165;806;6208;4;;438;7631
17.01.2025 15:00:00;17.01.2025 16:00:00;11;178;803;6419;4;;438;7853
17.01.2025 16:00:00;17.01.2025 17:00:00;11;178;802;6602;4;;368;7965
17.01.2025 17:00:00;17.01.2025 18:00:00;11;178;805;6611;4;;320;7929
17.01.2025 18:00:00;17.01.2025 19:00:00;9;145;801;6417;4;;301;7677
17.01.2025 19:00:00;17.01.2025 20:00:00;10;153;807;6430;4;;371;7775
17.01.2025 20:00:00;17.01.2025 21:00:00;10;179;804;6262;4;;350;7609
17.01.2025 21:00:00;17.01.2025 22:00:00;9;177;810;6195;4;;291;7486
17.01.2025 22:00:00;17.01.2025 23:00:00;7;178;816;6056;4;;291;7352
17.01.2025 23:00:00;18.01.2025 00:00:00;10;173;812;5943;4;;191;7133
18.01.2025 00:00:00;18.01.2025 01:00:00;10;183;801;5697;5;;75;6771
18.01.2025 01:00:00;18.01.2025 02:00:00;11;183;794;5686;4;;38;6716
18.01.2025 02:00:00;18.01.2025 03:00:00;10;182;802;5604;4;;44;6646
18.01.2025 03:00:00;18.01.2025 04:00:00;8;170;808;5507;4;;64;6561
18.01.2025 04:00:00;18.01.2025 05:00:00;8;152;801;5406;4;;135;6506
18.01.2025 05:00:00;18.01.2025 06:00:00;9;173;805;5408;5;;200;6600
18.01.2025 06:00:00;18.01.2025 07:00:00;8;178;803;5441;4;;238;6672
18.01.2025 07:00:00;18.01.2025 08:00:00;7;276;808;6401;4;;228;7724
18.01.2025 08:00:00;18.01.2025 09:00:00;7;289;818;7167;5;;240;8526
18.01.2025 09:00:00;18.01.2025 10:00:00;7;296;831;7530;5;;264;8933
18.01.2025 10:00:00;18.01.2025 11:00:00;8;327;844;7761;5;;274;9219
18.01.2025 11:00:00;18.01.2025 12:00:00;9;334;848;7763;5;;299;9258
18.01.2025 12:00:00;18.01.2025 13:00:00;11;334;856;7825;4;;295;9325
18.01.2025 13:00:00;18.01.2025 14:00:00;9;334;857;7877;4;;243;9324
18.01.2025 14:00:00;18.01.2025 15:00:00;11;338;858;7808;4;;261;9280
18.01.2025 15:00:00;18.01.2025 16:00:00;10;322;858;7752;4;;288;9234
18.01.2025 16:00:00;18.01.2025 17:00:00;11;321;858;7726;4;;292;9212
18.01.2025 17:00:00;18.01.2025 18:00:00;12;286;860;7660;4;;311;9133
18.01.2025 18:00:00;18.01.2025 19:00:00;11;321;858;7684;4;;325;9203
18.01.2025 19:00:00;18.01.2025 20:00:00;11;306;864;7537;4;;362;9084
18.01.2025 20:00:00;18.01.2025 21:00:00;10;321;855;7046;4;;390;8626
18.01.2025 21:00:00;18.01.2025 22:00:00;10;319;862;6621;4;;340;8156
18.01.2025 22:00:00;18.01.2025 23:00:00;9;186;853;6174;4;;256;7482
18.01.2025 23:00:00;19.01.2025 00:00:00;11;171;845;5638;4;;216;6885
19.01.2025 00:00:00;19.01.2025 01:00:00;12;173;833;5822;4;;170;7014
19.01.2025 01:00:00;19.01.2025 02:00:00;12;173;828;5984;4;;139;7140
19.01.2025 02:00:00;19.01.2025 03:00:00;12;183;826;6068;4;;127;7220
19.01.2025 03:00:00;19.01.2025 04:00:00;12;171;829;6000;4;;120;7136
19.01.2025 04:00:00;19.01.2025 05:00:00;11;320;825;6028;4;;121;7309
19.01.2025 05:00:00;19.01.2025 06:00:00;11;300;821;5955;4;;117;7208
19.01.2025 06:00:00;19.01.2025 07:00:00;10;327;827;6012;4;;110;7290
19.01.2025 07:00:00;19.01.2025 08:00:00;8;329;822;6081;4;;122;7366
19.01.2025 08:00:00;19.01.2025 09:00:00;7;290;821;6528;4;;153;7803
19.01.2025 09:00:00;19.01.2025 10:00:00;12;429;824;6876;4;;168;8313
19.01.2025 10:00:00;19.01.2025 11:00:00;10;405;827;7428;4;;168;8842
19.01.2025 11:00:00;19.01.2025 12:00:00;11;440;829;7472;4;;131;8887
19.01.2025 12:00:00;19.01.2025 13:00:00;10;460;828;7440;4;;97;8839
19.01.2025 13:00:00;19.01.2025 14:00:00;11;464;824;7575;4;;56;8934
19.01.2025 14:00:00;19.01.2025 15:00:00;11;480;820;7664;4;;35;9014
19.01.2025 15:00:00;19.01.2025 16:00:00;13;442;828;7810;4;;35;9132
19.01.2025 16:00:00;19.01.2025 17:00:00;12;452;836;7992;4;;70;9366
19.01.2025 17:00:00;19.01.2025 18:00:00;13;457;837;8321;4;;141;9773
19.01.2025 18:00:00;19.01.2025 19:00:00;13;500;839;8143;4;;272;9771
19.01.2025 19:00:00;19.01.2025 20:00:00;13;478;844;8036;4;;307;9682
19.01.2025 20:00:00;19.01.2025 21:00:00;13;436;863;7870;4;;338;9524
19.01.2025 21:00:00;19.01.2025 22:00:00;13;414;892;7730;4;;376;9429
19.01.2025 22:00:00;19.01.2025 23:00:00;14;439;908;7597;4;;520;9482
19.01.2025 23:00:00;20.01.2025 00:00:00;14;498;913;7532;4;;530;9491
20.01.2025 00:00:00;20.01.2025 01:00:00;17;216;917;6982;4;;542;8678
20.01.2025 01:00:00;20.01.2025 02:00:00;16;178;920;6835;4;;573;8526
20.01.2025 02:00:00;20.01.2025 03:00:00;16;178;936;6741;4;;619;8494
20.01.2025 03:00:00;20.01.2025 04:00:00;16;178;946;6619;4;;654;8417
20.01.2025 04:00:00;20.01.2025 05:00:00;17;179;954;6752;4;;602;8508
20.01.2025 05:00:00;20.01.2025 06:00:00;17;179;957;7250;4;;666;9073
20.01.2025 06:00:00;20.01.2025 07:00:00;16;470;953;7741;5;;644;9829
20.01.2025 07:00:00;20.01.2025 08:00:00;16;455;956;7868;5;;624;9924
20.01.2025 08:00:00;20.01.2025 09:00:00;17;471;965;7832;5;;594;9884
20.01.2025 09:00:00;20.01.2025 10:00:00;18;496;970;7921;5;;551;9961
20.01.2025 10:00:00;20.01.2025 11:00:00;18;481;967;7947;5;;521;9939
20.01.2025 11:00:00;20.01.2025 12:00:00;18;479;961;7866;5;;427;9756
20.01.2025 12:00:00;20.01.2025 13:00:00;16;480;962;7904;5;;346;9713
20.01.2025 13:00:00;20.01.2025 14:00:00;16;481;959;7873;5;;350;9684
20.01.2025 14:00:00;20.01.2025 15:00:00;17;415;962;7766;5;;377;9542
20.01.2025 15:00:00;20.01.2025 16:00:00;18;477;968;7361;5;;312;9141
20.01.2025 16:00:00;20.01.2025 17:00:00;18;484;967;7645;5;;224;9343
20.01.2025 17:00:00;20.01.2025 18:00:00;18;481;963;7868;5;;180;9515
20.01.2025 18:00:00;20.01.2025 19:00:00;18;478;963;7649;5;;157;9270
20.01.2025 19:00:00;20.01.2025 20:00:00;18;478;956;7781;5;;209;9447
20.01.2025 20:00:00;20.01.2025 21:00:00;18;439;952;7777;5;;224;9415
20.01.2025 21:00:00;20.01.2025 22:00:00;18;483;956;7812;5;;180;9454
20.01.2025 22:00:00;20.01.2025 23:00:00;18;412;953;7366;5;;145;8899
20.01.2025 23:00:00;21.01.2025 00:00:00;18;387;948;7030;4;;159;8546
21.01.2025 00:00:00;21.01.2025 01:00:00;17;463;922;6876;4;;165;8447
21.01.2025 01:00:00;21.01.2025 02:00:00;17;421;919;6753;4;;162;8276
21.01.2025 02:00:00;21.01.2025 03:00:00;17;442;906;6781;4;;171;8321
21.01.2025 03:00:00;21.01.2025 04:00:00;17;441;903;6742;4;;202;8309
21.01.2025 04:00:00;21.01.2025 05:00:00;17;439;904;6751;4;;207;8322
21.01.2025 05:00:00;21.01.2025 06:00:00;18;480;894;7159;4;;170;8725
21.01.2025 06:00:00;21.01.2025 07:00:00;17;504;914;7697;4;;126;9262
21.01.2025 07:00:00;21.01.2025 08:00:00;18;503;910;8096;4;;116;9647
21.01.2025 08:00:00;21.01.2025 09:00:00;16;475;926;7639;4;;144;9204
21.01.2025 09:00:00;21.01.2025 10:00:00;18;502;941;7530;4;;135;9130
21.01.2025 10:00:00;21.01.2025 11:00:00;17;478;936;7532;4;;140;9107
21.01.2025 11:00:00;21.01.2025 12:00:00;16;504;944;7595;4;;150;9213
21.01.2025 12:00:00;21.01.2025 13:00:00;15;503;939;7604;4;;143;9208
21.01.2025 13:00:00;21.01.2025 14:00:00;15;503;938;7744;4;;148;9352
21.01.2025 14:00:00;21.01.2025 15:00:00;13;503;932;7900;3;;171;9522
21.01.2025 15:00:00;21.01.2025 16:00:00;14;503;934;7839;3;;170;9463
21.01.2025 16:00:00;21.01.2025 17:00:00;16;502;926;7541;4;;160;9149
21.01.2025 17:00:00;21.01.2025 18:00:00;16;503;929;7388;4;;154;8994
21.01.2025 18:00:00;21.01.2025 19:00:00;16;478;927;7571;4;;162;9158
21.01.2025 19:00:00;21.01.2025 20:00:00;16;502;929;7729;4;;152;9332
21.01.2025 20:00:00;21.01.2025 21:00:00;16;502;919;7780;4;;134;9355
21.01.2025 21:00:00;21.01.2025 22:00:00;15;410;914;7726;4;;105;9174
21.01.2025 22:00:00;21.01.2025 23:00:00;15;485;918;7303;4;;82;8807
21.01.2025 23:00:00;22.01.2025 00:00:00;15;471;890;7069;4;;67;8516
22.01.2025 00:00:00;22.01.2025 01:00:00;15;487;890;7056;4;;50;8502
22.01.2025 01:00:00;22.01.2025 02:00:00;15;469;888;7105;4;;36;8517
22.01.2025 02:00:00;22.01.2025 03:00:00;15;470;887;7069;4;;29;8474
22.01.2025 03:00:00;22.01.2025 04:00:00;15;464;888;6961;4;;20;8352
22.01.2025 04:00:00;22.01.2025 05:00:00;15;480;889;7183;4;;17;8588
22.01.2025 05:00:00;22.01.2025 06:00:00;15;493;890;7421;4;;14;8837
22.01.2025 06:00:00;22.01.2025 07:00:00;15;468;908;7654;4;;16;9065
22.01.2025 07:00:00;22.01.2025 08:00:00;15;388;913;7684;4;;16;9020
22.01.2025 08:00:00;22.01.2025 09:00:00;15;415;925;7677;4;;26;9062
22.01.2025 09:00:00;22.01.2025 10:00:00;16;485;929;8196;4;;36;9666
22.01.2025 10:00:00;22.01.2025 11:00:00;14;457;925;7875;4;;46;9321
22.01.2025 11:00:00;22.01.2025 12:00:00;14;479;917;7885;4;;47;9346
22.01.2025 12:00:00;22.01.2025 13:00:00;12;492;924;7950;4;;60;9442
22.01.2025 13:00:00;22.01.2025 14:00:00;14;482;918;7838;4;;85;9341
22.01.2025 14:00:00;22.01.2025 15:00:00;14;478;925;7917;4;;82;9420
22.01.2025 15:00:00;22.01.2025 16:00:00;14;484;909;7778;4;;79;9268
22.01.2025 16:00:00;22.01.2025 17:00:00;14;439;917;7528;4;;89;8991
22.01.2025 17:00:00;22.01.2025 18:00:00;14;442;922;7542;4;;113;9037
22.01.2025 18:00:00;22.01.2025 19:00:00;14;435;921;7591;4;;144;9109
22.01.2025 19:00:00;22.01.2025 20:00:00;14;417;909;7675;4;;176;9195
22.01.2025 20:00:00;22.01.2025 21:00:00;14;500;898;7662;4;;235;9313
22.01.2025 21:00:00;22.01.2025 22:00:00;14;499;896;7723;4;;243;9379
22.01.2025 22:00:00;22.01.2025 23:00:00;14;464;889;7702;4;;270;9343
22.01.2025 23:00:00;23.01.2025 00:00:00;14;479;874;7878;4;;301;9550
23.01.2025 00:00:00;23.01.2025 01:00:00;14;463;861;7635;4;;308;9285
23.01.2025 01:00:00;23.01.2025 02:00:00;14;434;861;7574;4;;296;9183
23.01.2025 02:00:00;23.01.2025 03:00:00;14;336;864;7408;4;;288;8914
23.01.2025 03:00:00;23.01.2025 04:00:00;14;311;862;7302;4;;301;8794
23.01.2025 04:00:00;23.01.2025 05:00:00;14;310;864;7335;4;;314;8841
23.01.2025 05:00:00;23.01.2025 06:00:00;14;303;863;7517;4;;344;9045
23.01.2025 06:00:00;23.01.2025 07:00:00;14;408;886;7540;4;;344;9196
23.01.2025 07:00:00;23.01.2025 08:00:00;13;405;894;7551;4;;274;9141
23.01.2025 08:00:00;23.01.2025 09:00:00;13;406;912;7375;4;;225;8935
23.01.2025 09:00:00;23.01.2025 10:00:00;12;467;914;7779;4;;179;9355
23.01.2025 10:00:00;23.01.2025 11:00:00;13;487;919;7825;4;;178;9426
23.01.2025 11:00:00;23.01.2025 12:00:00;13;503;904;7955;4;;187;9566
23.01.2025 12:00:00;23.01.2025 13:00:00;14;485;904;7822;4;;147;9376
23.01.2025 13:00:00;23.01.2025 14:00:00;14;486;907;7748;4;;71;9230
23.01.2025 14:00:00;23.01.2025 15:00:00;14;488;907;7871;4;;26;9310
23.01.2025 15:00:00;23.01.2025 16:00:00;14;487;914;7943;4;;9;9371
23.01.2025 16:00:00;23.01.2025 17:00:00;14;467;916;8101;4;;5;9507
23.01.2025 17:00:00;23.01.2025 18:00:00;14;412;906;7973;4;;4;9313
23.01.2025 18:00:00;23.01.2025 19:00:00;14;441;908;8297;4;;8;9672
23.01.2025 19:00:00;23.01.2025 20:00:00;14;435;887;7891;4;;16;9247
23.01.2025 20:00:00;23.01.2025 21:00:00;14;440;882;7380;4;;15;8735
23.01.2025 21:00:00;23.01.2025 22:00:00;14;468;874;7257;4;;16;8633
23.01.2025 22:00:00;23.01.2025 23:00:00;10;325;870;7163;4;;19;8391
23.01.2025 23:00:00;24.01.2025 00:00:00;10;314;863;6870;4;;30;8091
24.01.2025 00:00:00;24.01.2025 01:00:00;12;264;860;6744;4;;31;7915
24.01.2025 01:00:00;24.01.2025 02:00:00;14;311;865;6291;4;;60;7545
24.01.2025 02:00:00;24.01.2025 03:00:00;14;184;855;6034;4;;148;7239
24.01.2025 03:00:00;24.01.2025 04:00:00;14;130;855;5720;4;;250;6973
24.01.2025 04:00:00;24.01.2025 05:00:00;14;132;848;5546;4;;386;6930
24.01.2025 05:00:00;24.01.2025 06:00:00;14;166;843;5881;4;;617;7525
24.01.2025 06:00:00;24.01.2025 07:00:00;14;309;859;7314;4;;818;9318
24.01.2025 07:00:00;24.01.2025 08:00:00;14;317;877;7776;4;;936;9924
24.01.2025 08:00:00;24.01.2025 09:00:00;14;292;881;7688;4;;1045;9924
24.01.2025 09:00:00;24.01.2025 10:00:00;14;278;883;7611;4;;1114;9904
24.01.2025 10:00:00;24.01.2025 11:00:00;14;260;888;7589;4;;1189;9944
24.01.2025 11:00:00;24.01.2025 12:00:00;14;283;884;7475;4;;1241;9901
24.01.2025 12:00:00;24.01.2025 13:00:00;14;239;883;7076;4;;1267;9483
24.01.2025 13:00:00;24.01.2025 14:00:00;14;240;894;6659;4;;1249;9060
24.01.2025 14:00:00;24.01.2025 15:00:00;14;224;886;5774;4;;1226;8128
24.01.2025 15:00:00;24.01.2025 16:00:00;14;223;884;6114;4;;1219;8458
24.01.2025 16:00:00;24.01.2025 17:00:00;14;82;879;6360;4;;1227;8566
24.01.2025 17:00:00;24.01.2025 18:00:00;14;69;887;6476;4;;1254;8704
24.01.2025 18:00:00;24.01.2025 19:00:00;14;1;899;6112;4;;1211;8241
24.01.2025 19:00:00;24.01.2025 20:00:00;14;1;897;5210;4;;1132;7258
24.01.2025 20:00:00;24.01.2025 21:00:00;13;1;875;4689;4;;1108;6690
24.01.2025 21:00:00;24.01.2025 22:00:00;12;1;874;4578;4;;1059;6528
24.01.2025 22:00:00;24.01.2025 23:00:00;11;1;873;4518;4;;1001;6408
24.01.2025 23:00:00;25.01.2025 00:00:00;14;1;871;4015;4;;936;5841
25.01.2025 00:00:00;25.01.2025 01:00:00;13;1;856;3800;5;;954;5629
25.01.2025 01:00:00;25.01.2025 02:00:00;13;1;874;3427;5;;940;5260
25.01.2025 02:00:00;25.01.2025 03:00:00;9;1;854;3368;5;;837;5074
25.01.2025 03:00:00;25.01.2025 04:00:00;6;1;849;3367;5;;900;5128
25.01.2025 04:00:00;25.01.2025 05:00:00;7;1;868;3434;6;;945;5261
25.01.2025 05:00:00;25.01.2025 06:00:00;7;1;868;3685;6;;1032;5599
25.01.2025 06:00:00;25.01.2025 07:00:00;11;1;882;4117;5;;1056;6072
25.01.2025 07:00:00;25.01.2025 08:00:00;9;1;893;4436;5;;1117;6461
25.01.2025 08:00:00;25.01.2025 09:00:00;9;1;888;4481;7;;1143;6529
25.01.2025 09:00:00;25.01.2025 10:00:00;11;1;900;4868;7;;1177;6964
25.01.2025 10:00:00;25.01.2025 11:00:00;8;1;910;5023;6;;1189;7137
25.01.2025 11:00:00;25.01.2025 12:00:00;10;1;915;4963;6;;1195;7090
25.01.2025 12:00:00;25.01.2025 13:00:00;10;1;912;4914;5;;1192;7034
25.01.2025 13:00:00;25.01.2025 14:00:00;11;1;911;5140;4;;1193;7260
25.01.2025 14:00:00;25.01.2025 15:00:00;11;1;905;5282;4;;1186;7389
25.01.2025 15:00:00;25.01.2025 16:00:00;11;1;899;5399;4;;1203;7517
25.01.2025 16:00:00;25.01.2025 17:00:00;12;1;901;5716;4;;1211;7845
25.01.2025 17:00:00;25.01.2025 18:00:00;14;1;898;5687;4;;958;7562
25.01.2025 18:00:00;25.01.2025 19:00:00;13;1;900;5495;4;;1037;7450
25.01.2025 19:00:00;25.01.2025 20:00:00;11;1;908;5237;5;;1242;7404
25.01.2025 20:00:00;25.01.2025 21:00:00;10;1;896;5139;4;;1246;7296
25.01.2025 21:00:00;25.01.2025 22:00:00;10;1;899;5072;4;;1214;7200
25.01.2025 22:00:00;25.01.2025 23:00:00;9;1;894;4978;4;;1192;7078
25.01.2025 23:00:00;26.01.2025 00:00:00;12;1;900;5155;4;;1074;7146
26.01.2025 00:00:00;26.01.2025 01:00:00;14;1;880;5291;4;;857;7047
26.01.2025 01:00:00;26.01.2025 02:00:00;15;75;877;5519;4;;580;7070
26.01.2025 02:00:00;26.01.2025 03:00:00;15;83;880;6008;4;;510;7500
26.01.2025 03:00:00;26.01.2025 04:00:00;15;84;880;6059;4;;401;7443
26.01.2025 04:00:00;26.01.2025 05:00:00;15;80;875;6008;4;;343;7325
26.01.2025 05:00:00;26.01.2025 06:00:00;15;119;881;5870;4;;279;7168
26.01.2025 06:00:00;26.01.2025 07:00:00;14;123;886;5589;4;;344;6960
26.01.2025 07:00:00;26.01.2025 08:00:00;10;122;889;5528;4;;613;7166
26.01.2025 08:00:00;26.01.2025 09:00:00;12;123;882;5771;4;;766;7558
26.01.2025 09:00:00;26.01.2025 10:00:00;14;123;882;6032;4;;881;7936
26.01.2025 10:00:00;26.01.2025 11:00:00;15;124;887;6460;4;;919;8409
26.01.2025 11:00:00;26.01.2025 12:00:00;13;129;888;7051;4;;1053;9138
26.01.2025 12:00:00;26.01.2025 13:00:00;12;129;889;7220;4;;1100;9354
26.01.2025 13:00:00;26.01.2025 14:00:00;13;129;893;7094;4;;1077;9210
26.01.2025 14:00:00;26.01.2025 15:00:00;14;129;899;7020;5;;1078;9145
26.01.2025 15:00:00;26.01.2025 16:00:00;15;129;899;7107;5;;1078;9233
26.01.2025 16:00:00;26.01.2025 17:00:00;18;257;904;7596;4;;1022;9801
26.01.2025 17:00:00;26.01.2025 18:00:00;18;281;894;7861;5;;1028;10087
26.01.2025 18:00:00;26.01.2025 19:00:00;17;359;893;7942;4;;978;10193
26.01.2025 19:00:00;26.01.2025 20:00:00;18;377;908;7820;4;;968;10095
26.01.2025 20:00:00;26.01.2025 21:00:00;18;346;899;7366;4;;916;9549
26.01.2025 21:00:00;26.01.2025 22:00:00;18;329;899;6827;4;;902;8979
26.01.2025 22:00:00;26.01.2025 23:00:00;16;5;895;6750;4;;924;8594
26.01.2025 23:00:00;27.01.2025 00:00:00;16;1;874;5817;4;;983;7695
27.01.2025 00:00:00;27.01.2025 01:00:00;15;1;869;5432;4;;1003;7324
27.01.2025 01:00:00;27.01.2025 02:00:00;15;1;858;4452;4;;1095;6425
27.01.2025 02:00:00;27.01.2025 03:00:00;15;1;834;3313;3;;1149;5315
27.01.2025 03:00:00;27.01.2025 04:00:00;16;1;826;2613;4;;1158;4618
27.01.2025 04:00:00;27.01.2025 05:00:00;14;1;813;2690;4;;1190;4712
27.01.2025 05:00:00;27.01.2025 06:00:00;14;1;802;3360;4;;1210;5391
27.01.2025 06:00:00;27.01.2025 07:00:00;16;1;825;5194;4;;1224;7264
27.01.2025 07:00:00;27.01.2025 08:00:00;16;332;830;7319;4;;1224;9725
27.01.2025 08:00:00;27.01.2025 09:00:00;14;496;838;7598;4;;1219;10169
27.01.2025 09:00:00;27.01.2025 10:00:00;17;434;837;7382;4;;1215;9889
27.01.2025 10:00:00;27.01.2025 11:00:00;16;184;844;6708;4;;1216;8972
27.01.2025 11:00:00;27.01.2025 12:00:00;15;70;850;5899;4;;1214;8052
27.01.2025 12:00:00;27.01.2025 13:00:00;15;2;849;5602;4;;1205;7677
27.01.2025 13:00:00;27.01.2025 14:00:00;15;1;844;5902;4;;1183;7949
27.01.2025 14:00:00;27.01.2025 15:00:00;16;1;855;6034;4;;1191;8101
27.01.2025 15:00:00;27.01.2025 16:00:00;17;1;860;6179;4;;1203;8264
27.01.2025 16:00:00;27.01.2025 17:00:00;19;1;850;6837;4;;1176;8887
