Delivery Start (CET);Delivery End (CET);NO1 Biomass (MW);NO1 Fossil Gas (MW);NO1 Hydro Run Of River And Poundage (MW);NO1 Hydro Water Reservoir (MW);NO1 Solar (MW);NO1 Waste (MW);NO1 Wind Onshore (MW);NO1 Total (MW)
16.02.2024 06:00:00;16.02.2024 07:00:00;0;0;1095;706;;12;128;1941
16.02.2024 07:00:00;16.02.2024 08:00:00;0;0;1111;901;;11;127;2150
16.02.2024 08:00:00;16.02.2024 09:00:00;0;0;1116;894;;9;88;2107
16.02.2024 09:00:00;16.02.2024 10:00:00;0;0;1115;895;;9;59;2078
16.02.2024 10:00:00;16.02.2024 11:00:00;0;0;1108;731;;9;53;1901
16.02.2024 11:00:00;16.02.2024 12:00:00;0;0;1109;720;;9;41;1879
16.02.2024 12:00:00;16.02.2024 13:00:00;0;0;1117;789;;8;30;1944
16.02.2024 13:00:00;16.02.2024 14:00:00;0;0;1122;788;;8;9;1927
16.02.2024 14:00:00;16.02.2024 15:00:00;0;0;1117;805;;9;4;1935
16.02.2024 15:00:00;16.02.2024 16:00:00;0;0;1120;837;;9;15;1981
16.02.2024 16:00:00;16.02.2024 17:00:00;0;0;1122;839;;8;22;1991
16.02.2024 17:00:00;16.02.2024 18:00:00;0;0;1119;891;;8;38;2056
16.02.2024 18:00:00;16.02.2024 19:00:00;0;0;1117;813;;8;98;2036
16.02.2024 19:00:00;16.02.2024 20:00:00;0;0;1125;731;;8;148;2012
16.02.2024 20:00:00;16.02.2024 21:00:00;0;0;1115;688;;8;185;1996
16.02.2024 21:00:00;16.02.2024 22:00:00;0;0;1108;554;;10;208;1880
16.02.2024 22:00:00;16.02.2024 23:00:00;0;0;1100;515;;13;199;1827
16.02.2024 23:00:00;17.02.2024 00:00:00;0;0;1098;483;;15;230;1826
17.02.2024 00:00:00;17.02.2024 01:00:00;0;0;1108;898;;16;245;2267
17.02.2024 01:00:00;17.02.2024 02:00:00;0;0;1117;892;;16;264;2289
17.02.2024 02:00:00;17.02.2024 03:00:00;0;0;1106;919;;17;250;2292
17.02.2024 03:00:00;17.02.2024 04:00:00;0;0;1108;850;;17;256;2231
17.02.2024 04:00:00;17.02.2024 05:00:00;0;0;1111;851;;16;261;2239
17.02.2024 05:00:00;17.02.2024 06:00:00;0;0;1108;813;;16;258;2195
17.02.2024 06:00:00;17.02.2024 07:00:00;0;0;1107;887;;17;241;2252
17.02.2024 07:00:00;17.02.2024 08:00:00;0;0;1121;918;;17;247;2303
17.02.2024 08:00:00;17.02.2024 09:00:00;0;0;1102;805;;17;241;2165
17.02.2024 09:00:00;17.02.2024 10:00:00;0;0;1094;843;;17;223;2177
17.02.2024 10:00:00;17.02.2024 11:00:00;0;0;1096;838;;17;173;2124
17.02.2024 11:00:00;17.02.2024 12:00:00;0;0;1093;830;;17;123;2063
17.02.2024 12:00:00;17.02.2024 13:00:00;0;0;1097;871;;16;98;2082
17.02.2024 13:00:00;17.02.2024 14:00:00;0;0;1096;864;;16;85;2061
17.02.2024 14:00:00;17.02.2024 15:00:00;0;0;1095;882;;16;66;2059
17.02.2024 15:00:00;17.02.2024 16:00:00;0;0;1096;880;;16;45;2037
17.02.2024 16:00:00;17.02.2024 17:00:00;0;0;1090;902;;16;19;2027
17.02.2024 17:00:00;17.02.2024 18:00:00;0;0;1090;925;;16;27;2058
17.02.2024 18:00:00;17.02.2024 19:00:00;0;0;1082;893;;17;17;2009
17.02.2024 19:00:00;17.02.2024 20:00:00;0;0;1084;882;;17;13;1996
17.02.2024 20:00:00;17.02.2024 21:00:00;0;0;1084;867;;18;22;1991
17.02.2024 21:00:00;17.02.2024 22:00:00;0;0;1076;802;;18;35;1931
17.02.2024 22:00:00;17.02.2024 23:00:00;0;0;1070;846;;18;57;1991
17.02.2024 23:00:00;18.02.2024 00:00:00;0;0;1070;901;;18;40;2029
18.02.2024 00:00:00;18.02.2024 01:00:00;0;0;1071;840;;18;58;1987
18.02.2024 01:00:00;18.02.2024 02:00:00;0;0;1065;823;;17;104;2009
18.02.2024 02:00:00;18.02.2024 03:00:00;0;0;1072;831;;17;111;2031
18.02.2024 03:00:00;18.02.2024 04:00:00;0;0;1068;841;;18;131;2058
18.02.2024 04:00:00;18.02.2024 05:00:00;0;0;1060;761;;18;132;1971
18.02.2024 05:00:00;18.02.2024 06:00:00;0;0;1068;716;;18;127;1929
18.02.2024 06:00:00;18.02.2024 07:00:00;0;0;1054;599;;18;150;1821
18.02.2024 07:00:00;18.02.2024 08:00:00;0;0;1059;621;;19;157;1856
18.02.2024 08:00:00;18.02.2024 09:00:00;0;0;1058;634;;19;125;1836
18.02.2024 09:00:00;18.02.2024 10:00:00;0;0;1048;544;;18;122;1732
18.02.2024 10:00:00;18.02.2024 11:00:00;0;0;1055;654;;19;88;1816
18.02.2024 11:00:00;18.02.2024 12:00:00;0;0;1057;699;;16;71;1843
18.02.2024 12:00:00;18.02.2024 13:00:00;0;0;1048;699;;14;68;1829
18.02.2024 13:00:00;18.02.2024 14:00:00;0;0;1054;759;;16;53;1882
18.02.2024 14:00:00;18.02.2024 15:00:00;0;0;1046;701;;16;28;1791
18.02.2024 15:00:00;18.02.2024 16:00:00;0;0;1038;617;;17;28;1700
18.02.2024 16:00:00;18.02.2024 17:00:00;0;0;1046;755;;17;37;1855
18.02.2024 17:00:00;18.02.2024 18:00:00;0;0;1059;981;;17;46;2103
18.02.2024 18:00:00;18.02.2024 19:00:00;0;0;1058;881;;17;33;1989
18.02.2024 19:00:00;18.02.2024 20:00:00;0;0;1055;913;;17;35;2020
18.02.2024 20:00:00;18.02.2024 21:00:00;0;0;1057;804;;18;31;1910
18.02.2024 21:00:00;18.02.2024 22:00:00;0;0;1050;777;;18;23;1868
18.02.2024 22:00:00;18.02.2024 23:00:00;0;0;1049;732;;17;13;1811
18.02.2024 23:00:00;19.02.2024 00:00:00;0;0;1049;748;;18;9;1824
19.02.2024 00:00:00;19.02.2024 01:00:00;0;0;1053;748;;19;6;1826
19.02.2024 01:00:00;19.02.2024 02:00:00;0;0;1047;696;;19;4;1766
19.02.2024 02:00:00;19.02.2024 03:00:00;0;0;1058;669;;18;4;1749
19.02.2024 03:00:00;19.02.2024 04:00:00;0;0;1046;616;;20;4;1686
19.02.2024 04:00:00;19.02.2024 05:00:00;0;0;1039;640;;19;4;1702
19.02.2024 05:00:00;19.02.2024 06:00:00;0;0;1042;753;;19;2;1816
19.02.2024 06:00:00;19.02.2024 07:00:00;0;0;1046;794;;19;2;1861
19.02.2024 07:00:00;19.02.2024 08:00:00;0;0;1050;920;;18;1;1989
19.02.2024 08:00:00;19.02.2024 09:00:00;0;0;1042;932;;18;0;1992
19.02.2024 09:00:00;19.02.2024 10:00:00;0;0;1051;911;;18;0;1980
19.02.2024 10:00:00;19.02.2024 11:00:00;0;0;1041;929;;18;0;1988
19.02.2024 11:00:00;19.02.2024 12:00:00;0;0;1047;899;;18;0;1964
19.02.2024 12:00:00;19.02.2024 13:00:00;0;0;1056;908;;18;0;1982
19.02.2024 13:00:00;19.02.2024 14:00:00;0;0;1058;911;;18;0;1987
19.02.2024 14:00:00;19.02.2024 15:00:00;0;0;1060;925;;18;0;2003
19.02.2024 15:00:00;19.02.2024 16:00:00;0;0;1061;920;;17;0;1998
19.02.2024 16:00:00;19.02.2024 17:00:00;0;0;1057;938;;16;0;2011
19.02.2024 17:00:00;19.02.2024 18:00:00;0;0;1053;962;;16;0;2031
19.02.2024 18:00:00;19.02.2024 19:00:00;0;0;1050;908;;15;0;1973
19.02.2024 19:00:00;19.02.2024 20:00:00;0;0;1049;920;;16;1;1986
19.02.2024 20:00:00;19.02.2024 21:00:00;0;0;1050;948;;16;6;2020
19.02.2024 21:00:00;19.02.2024 22:00:00;0;0;1051;975;;17;6;2049
19.02.2024 22:00:00;19.02.2024 23:00:00;0;0;1061;974;;17;2;2054
19.02.2024 23:00:00;20.02.2024 00:00:00;0;0;1055;905;;18;1;1979
20.02.2024 00:00:00;20.02.2024 01:00:00;0;0;1050;853;;19;4;1926
20.02.2024 01:00:00;20.02.2024 02:00:00;0;0;1047;844;;19;13;1923
20.02.2024 02:00:00;20.02.2024 03:00:00;0;0;1049;842;;19;22;1932
20.02.2024 03:00:00;20.02.2024 04:00:00;0;0;1041;825;;19;26;1911
20.02.2024 04:00:00;20.02.2024 05:00:00;0;0;1046;762;;19;24;1851
20.02.2024 05:00:00;20.02.2024 06:00:00;0;0;1054;748;;19;10;1831
20.02.2024 06:00:00;20.02.2024 07:00:00;0;0;1061;886;;19;8;1974
20.02.2024 07:00:00;20.02.2024 08:00:00;0;0;1073;972;;18;3;2066
20.02.2024 08:00:00;20.02.2024 09:00:00;0;0;1081;996;;18;0;2095
20.02.2024 09:00:00;20.02.2024 10:00:00;0;0;1080;960;;17;0;2057
20.02.2024 10:00:00;20.02.2024 11:00:00;0;0;1086;957;;16;2;2061
20.02.2024 11:00:00;20.02.2024 12:00:00;0;0;1075;952;;16;6;2049
20.02.2024 12:00:00;20.02.2024 13:00:00;0;0;1077;885;;16;20;1998
20.02.2024 13:00:00;20.02.2024 14:00:00;0;0;1081;806;;16;51;1954
20.02.2024 14:00:00;20.02.2024 15:00:00;0;0;1077;818;;16;86;1997
20.02.2024 15:00:00;20.02.2024 16:00:00;0;0;1072;845;;16;142;2075
20.02.2024 16:00:00;20.02.2024 17:00:00;0;0;1079;856;;15;185;2135
20.02.2024 17:00:00;20.02.2024 18:00:00;0;0;1081;925;;15;180;2201
20.02.2024 18:00:00;20.02.2024 19:00:00;0;0;1072;953;;14;226;2265
20.02.2024 19:00:00;20.02.2024 20:00:00;0;0;1076;926;;15;241;2258
20.02.2024 20:00:00;20.02.2024 21:00:00;0;0;1087;813;;15;211;2126
20.02.2024 21:00:00;20.02.2024 22:00:00;0;0;1085;831;;16;189;2121
20.02.2024 22:00:00;20.02.2024 23:00:00;0;0;1081;801;;17;181;2080
20.02.2024 23:00:00;21.02.2024 00:00:00;0;0;1073;697;;17;162;1949
21.02.2024 00:00:00;21.02.2024 01:00:00;0;0;1070;465;;18;107;1660
21.02.2024 01:00:00;21.02.2024 02:00:00;0;0;1064;423;;18;73;1578
21.02.2024 02:00:00;21.02.2024 03:00:00;0;0;1082;422;;19;55;1578
21.02.2024 03:00:00;21.02.2024 04:00:00;0;0;1074;395;;19;41;1529
21.02.2024 04:00:00;21.02.2024 05:00:00;0;0;1075;410;;19;33;1537
21.02.2024 05:00:00;21.02.2024 06:00:00;0;0;1051;450;;19;10;1530
21.02.2024 06:00:00;21.02.2024 07:00:00;0;0;1071;574;;19;4;1668
21.02.2024 07:00:00;21.02.2024 08:00:00;0;0;1085;639;;19;13;1756
21.02.2024 08:00:00;21.02.2024 09:00:00;0;0;1075;653;;18;32;1778
21.02.2024 09:00:00;21.02.2024 10:00:00;0;0;1071;702;;18;11;1802
21.02.2024 10:00:00;21.02.2024 11:00:00;0;0;1074;632;;17;32;1755
21.02.2024 11:00:00;21.02.2024 12:00:00;0;0;1077;624;;17;27;1745
21.02.2024 12:00:00;21.02.2024 13:00:00;0;0;1074;608;;16;7;1705
21.02.2024 13:00:00;21.02.2024 14:00:00;0;0;1071;666;;16;2;1755
21.02.2024 14:00:00;21.02.2024 15:00:00;0;0;1076;622;;16;6;1720
21.02.2024 15:00:00;21.02.2024 16:00:00;0;0;1078;719;;17;12;1826
21.02.2024 16:00:00;21.02.2024 17:00:00;0;0;1082;787;;19;5;1893
21.02.2024 17:00:00;21.02.2024 18:00:00;0;0;1075;863;;18;4;1960
21.02.2024 18:00:00;21.02.2024 19:00:00;0;0;1067;816;;17;5;1905
21.02.2024 19:00:00;21.02.2024 20:00:00;0;0;1074;834;;18;7;1933
21.02.2024 20:00:00;21.02.2024 21:00:00;0;0;1073;659;;18;23;1773
21.02.2024 21:00:00;21.02.2024 22:00:00;0;0;1068;413;;19;19;1519
21.02.2024 22:00:00;21.02.2024 23:00:00;0;0;1065;419;;18;11;1513
21.02.2024 23:00:00;22.02.2024 00:00:00;0;0;1035;343;;18;24;1420
22.02.2024 00:00:00;22.02.2024 01:00:00;0;0;1046;270;;18;53;1387
22.02.2024 01:00:00;22.02.2024 02:00:00;0;0;1019;241;;19;72;1351
22.02.2024 02:00:00;22.02.2024 03:00:00;0;0;1017;231;;18;110;1376
22.02.2024 03:00:00;22.02.2024 04:00:00;0;0;1028;226;;19;137;1410
22.02.2024 04:00:00;22.02.2024 05:00:00;0;0;1038;244;;19;132;1433
22.02.2024 05:00:00;22.02.2024 06:00:00;0;0;1028;338;;18;128;1512
22.02.2024 06:00:00;22.02.2024 07:00:00;0;0;1034;692;;18;179;1923
22.02.2024 07:00:00;22.02.2024 08:00:00;0;0;1046;895;;17;197;2155
22.02.2024 08:00:00;22.02.2024 09:00:00;0;0;1066;931;;17;226;2240
22.02.2024 09:00:00;22.02.2024 10:00:00;0;0;1077;868;;17;192;2154
22.02.2024 10:00:00;22.02.2024 11:00:00;0;0;1067;809;;16;172;2064
22.02.2024 11:00:00;22.02.2024 12:00:00;0;0;1071;777;;16;164;2028
22.02.2024 12:00:00;22.02.2024 13:00:00;0;0;1048;717;;16;167;1948
22.02.2024 13:00:00;22.02.2024 14:00:00;0;0;1047;634;;16;153;1850
22.02.2024 14:00:00;22.02.2024 15:00:00;0;0;1045;616;;18;127;1806
22.02.2024 15:00:00;22.02.2024 16:00:00;0;0;1063;653;;19;102;1837
22.02.2024 16:00:00;22.02.2024 17:00:00;0;0;1055;651;;19;106;1831
22.02.2024 17:00:00;22.02.2024 18:00:00;0;0;1050;685;;19;118;1872
22.02.2024 18:00:00;22.02.2024 19:00:00;0;0;1040;714;;19;131;1904
22.02.2024 19:00:00;22.02.2024 20:00:00;0;0;1039;599;;19;144;1801
22.02.2024 20:00:00;22.02.2024 21:00:00;0;0;1034;365;;19;159;1577
22.02.2024 21:00:00;22.02.2024 22:00:00;0;0;1009;247;;20;154;1430
22.02.2024 22:00:00;22.02.2024 23:00:00;0;0;988;241;;20;148;1397
22.02.2024 23:00:00;23.02.2024 00:00:00;0;0;916;285;;19;158;1378
23.02.2024 00:00:00;23.02.2024 01:00:00;0;0;921;285;;20;172;1398
23.02.2024 01:00:00;23.02.2024 02:00:00;0;0;911;163;;20;203;1297
23.02.2024 02:00:00;23.02.2024 03:00:00;0;0;910;143;;19;199;1271
23.02.2024 03:00:00;23.02.2024 04:00:00;0;0;968;139;;20;187;1314
23.02.2024 04:00:00;23.02.2024 05:00:00;0;0;1008;156;;20;188;1372
23.02.2024 05:00:00;23.02.2024 06:00:00;0;0;1003;299;;20;202;1524
23.02.2024 06:00:00;23.02.2024 07:00:00;0;0;1023;363;;20;209;1615
23.02.2024 07:00:00;23.02.2024 08:00:00;0;0;1026;553;;19;218;1816
23.02.2024 08:00:00;23.02.2024 09:00:00;0;0;1071;537;;19;219;1846
23.02.2024 09:00:00;23.02.2024 10:00:00;0;0;1070;643;;19;209;1941
23.02.2024 10:00:00;23.02.2024 11:00:00;0;0;1025;571;;19;224;1839
23.02.2024 11:00:00;23.02.2024 12:00:00;0;0;1034;419;;18;232;1703
23.02.2024 12:00:00;23.02.2024 13:00:00;0;0;1028;384;;18;213;1643
23.02.2024 13:00:00;23.02.2024 14:00:00;0;0;1030;516;;19;194;1759
23.02.2024 14:00:00;23.02.2024 15:00:00;0;0;1024;544;;19;187;1774
23.02.2024 15:00:00;23.02.2024 16:00:00;0;0;1019;464;;19;211;1713
23.02.2024 16:00:00;23.02.2024 17:00:00;0;0;1033;536;;19;209;1797
23.02.2024 17:00:00;23.02.2024 18:00:00;0;0;1052;609;;18;214;1893
23.02.2024 18:00:00;23.02.2024 19:00:00;0;0;1065;551;;18;228;1862
23.02.2024 19:00:00;23.02.2024 20:00:00;0;0;1078;588;;18;239;1923
23.02.2024 20:00:00;23.02.2024 21:00:00;0;0;1048;528;;17;245;1838
23.02.2024 21:00:00;23.02.2024 22:00:00;0;0;1047;542;;17;242;1848
23.02.2024 22:00:00;23.02.2024 23:00:00;0;0;1058;541;;17;179;1795
23.02.2024 23:00:00;24.02.2024 00:00:00;0;0;1043;560;;17;179;1799
24.02.2024 00:00:00;24.02.2024 01:00:00;0;0;1087;683;;19;222;2011
24.02.2024 01:00:00;24.02.2024 02:00:00;0;0;1088;690;;19;197;1994
24.02.2024 02:00:00;24.02.2024 03:00:00;0;0;1057;671;;19;170;1917
24.02.2024 03:00:00;24.02.2024 04:00:00;0;0;1071;648;;19;157;1895
24.02.2024 04:00:00;24.02.2024 05:00:00;0;0;1082;631;;20;166;1899
24.02.2024 05:00:00;24.02.2024 06:00:00;0;0;1087;697;;21;148;1953
24.02.2024 06:00:00;24.02.2024 07:00:00;0;0;1066;733;;22;124;1945
24.02.2024 07:00:00;24.02.2024 08:00:00;0;0;1077;775;;22;118;1992
24.02.2024 08:00:00;24.02.2024 09:00:00;0;0;1082;781;;22;122;2007
24.02.2024 09:00:00;24.02.2024 10:00:00;0;0;1085;820;;21;115;2041
24.02.2024 10:00:00;24.02.2024 11:00:00;0;0;1079;802;;21;81;1983
24.02.2024 11:00:00;24.02.2024 12:00:00;0;0;1084;681;;21;65;1851
24.02.2024 12:00:00;24.02.2024 13:00:00;0;0;1065;562;;21;76;1724
24.02.2024 13:00:00;24.02.2024 14:00:00;0;0;1079;410;;21;86;1596
24.02.2024 14:00:00;24.02.2024 15:00:00;0;0;1108;407;;21;84;1620
24.02.2024 15:00:00;24.02.2024 16:00:00;0;0;1104;448;;21;85;1658
24.02.2024 16:00:00;24.02.2024 17:00:00;0;0;1126;636;;21;82;1865
24.02.2024 17:00:00;24.02.2024 18:00:00;0;0;1138;857;;21;68;2084
24.02.2024 18:00:00;24.02.2024 19:00:00;0;0;1142;770;;21;74;2007
24.02.2024 19:00:00;24.02.2024 20:00:00;0;0;1119;903;;21;94;2137
24.02.2024 20:00:00;24.02.2024 21:00:00;0;0;1130;870;;21;90;2111
24.02.2024 21:00:00;24.02.2024 22:00:00;0;0;1110;798;;21;88;2017
24.02.2024 22:00:00;24.02.2024 23:00:00;0;0;1108;820;;21;82;2031
24.02.2024 23:00:00;25.02.2024 00:00:00;0;0;1105;698;;21;79;1903
25.02.2024 00:00:00;25.02.2024 01:00:00;0;0;1141;699;;21;96;1957
25.02.2024 01:00:00;25.02.2024 02:00:00;0;0;1077;648;;21;87;1833
25.02.2024 02:00:00;25.02.2024 03:00:00;0;0;1095;537;;22;70;1724
25.02.2024 03:00:00;25.02.2024 04:00:00;0;0;1081;534;;22;70;1707
25.02.2024 04:00:00;25.02.2024 05:00:00;0;0;1097;537;;22;68;1724
25.02.2024 05:00:00;25.02.2024 06:00:00;0;0;1106;537;;22;65;1730
25.02.2024 06:00:00;25.02.2024 07:00:00;0;0;1084;574;;23;59;1740
25.02.2024 07:00:00;25.02.2024 08:00:00;0;0;1112;637;;23;53;1825
25.02.2024 08:00:00;25.02.2024 09:00:00;0;0;1122;693;;23;53;1891
25.02.2024 09:00:00;25.02.2024 10:00:00;0;0;1105;715;;22;44;1886
25.02.2024 10:00:00;25.02.2024 11:00:00;0;0;1084;634;;22;41;1781
25.02.2024 11:00:00;25.02.2024 12:00:00;0;0;1117;504;;22;50;1693
25.02.2024 12:00:00;25.02.2024 13:00:00;0;0;1096;281;;22;47;1446
25.02.2024 13:00:00;25.02.2024 14:00:00;0;0;1092;285;;21;46;1444
25.02.2024 14:00:00;25.02.2024 15:00:00;0;0;1126;464;;21;59;1670
25.02.2024 15:00:00;25.02.2024 16:00:00;0;0;1143;654;;21;62;1880
25.02.2024 16:00:00;25.02.2024 17:00:00;0;0;1164;898;;22;60;2144
25.02.2024 17:00:00;25.02.2024 18:00:00;0;0;1155;926;;21;50;2152
25.02.2024 18:00:00;25.02.2024 19:00:00;0;0;1170;952;;21;32;2175
25.02.2024 19:00:00;25.02.2024 20:00:00;0;0;1156;943;;21;31;2151
25.02.2024 20:00:00;25.02.2024 21:00:00;0;0;1160;897;;21;27;2105
25.02.2024 21:00:00;25.02.2024 22:00:00;0;0;1170;978;;21;17;2186
25.02.2024 22:00:00;25.02.2024 23:00:00;0;0;1158;943;;21;16;2138
25.02.2024 23:00:00;26.02.2024 00:00:00;0;0;1156;767;;21;8;1952
26.02.2024 00:00:00;26.02.2024 01:00:00;0;0;1184;693;;22;3;1902
26.02.2024 01:00:00;26.02.2024 02:00:00;0;0;1163;621;;22;1;1807
26.02.2024 02:00:00;26.02.2024 03:00:00;0;0;1168;566;;22;1;1757
26.02.2024 03:00:00;26.02.2024 04:00:00;0;0;1135;408;;22;3;1568
26.02.2024 04:00:00;26.02.2024 05:00:00;0;0;1131;428;;22;4;1585
26.02.2024 05:00:00;26.02.2024 06:00:00;0;0;1163;683;;22;6;1874
26.02.2024 06:00:00;26.02.2024 07:00:00;0;0;1163;744;;22;11;1940
26.02.2024 07:00:00;26.02.2024 08:00:00;0;0;1171;927;;22;15;2135
26.02.2024 08:00:00;26.02.2024 09:00:00;0;0;1171;1025;;21;16;2233
26.02.2024 09:00:00;26.02.2024 10:00:00;0;0;1141;1008;;21;20;2190
26.02.2024 10:00:00;26.02.2024 11:00:00;0;0;1136;1001;;20;12;2169
26.02.2024 11:00:00;26.02.2024 12:00:00;0;0;1132;978;;21;6;2137
26.02.2024 12:00:00;26.02.2024 13:00:00;0;0;1133;952;;21;7;2113
26.02.2024 13:00:00;26.02.2024 14:00:00;0;0;1135;914;;20;10;2079
26.02.2024 14:00:00;26.02.2024 15:00:00;0;0;1138;855;;21;7;2021
26.02.2024 15:00:00;26.02.2024 16:00:00;0;0;1146;911;;20;5;2082
26.02.2024 16:00:00;26.02.2024 17:00:00;0;0;1157;924;;18;4;2103
26.02.2024 17:00:00;26.02.2024 18:00:00;0;0;1169;914;;18;5;2106
26.02.2024 18:00:00;26.02.2024 19:00:00;0;0;1162;944;;18;5;2129
26.02.2024 19:00:00;26.02.2024 20:00:00;0;0;1167;961;;18;5;2151
26.02.2024 20:00:00;26.02.2024 21:00:00;0;0;1168;953;;18;1;2140
26.02.2024 21:00:00;26.02.2024 22:00:00;0;0;1167;956;;19;0;2142
26.02.2024 22:00:00;26.02.2024 23:00:00;0;0;1158;975;;19;0;2152
26.02.2024 23:00:00;27.02.2024 00:00:00;0;0;1146;931;;20;0;2097
27.02.2024 00:00:00;27.02.2024 01:00:00;0;0;1149;965;;20;1;2135
27.02.2024 01:00:00;27.02.2024 02:00:00;0;0;1145;887;;21;6;2059
27.02.2024 02:00:00;27.02.2024 03:00:00;0;0;1146;886;;21;13;2066
27.02.2024 03:00:00;27.02.2024 04:00:00;0;0;1143;875;;22;27;2067
27.02.2024 04:00:00;27.02.2024 05:00:00;0;0;1138;816;;21;41;2016
27.02.2024 05:00:00;27.02.2024 06:00:00;0;0;1146;907;;22;50;2125
27.02.2024 06:00:00;27.02.2024 07:00:00;0;0;1138;925;;22;47;2132
27.02.2024 07:00:00;27.02.2024 08:00:00;0;0;1142;994;;20;51;2207
27.02.2024 08:00:00;27.02.2024 09:00:00;0;0;1160;1005;;19;64;2248
27.02.2024 09:00:00;27.02.2024 10:00:00;0;0;1152;1020;;17;71;2260
27.02.2024 10:00:00;27.02.2024 11:00:00;0;0;1149;1037;;18;74;2278
27.02.2024 11:00:00;27.02.2024 12:00:00;0;0;1137;1020;;18;75;2250
27.02.2024 12:00:00;27.02.2024 13:00:00;0;0;1139;1002;;18;91;2250
27.02.2024 13:00:00;27.02.2024 14:00:00;0;0;1139;981;;18;121;2259
27.02.2024 14:00:00;27.02.2024 15:00:00;0;0;1146;1012;;18;138;2314
27.02.2024 15:00:00;27.02.2024 16:00:00;0;0;1165;1024;;18;173;2380
27.02.2024 16:00:00;27.02.2024 17:00:00;0;0;1166;987;;17;177;2347
27.02.2024 17:00:00;27.02.2024 18:00:00;0;0;1172;982;;17;168;2339
27.02.2024 18:00:00;27.02.2024 19:00:00;0;0;1170;995;;16;169;2350
27.02.2024 19:00:00;27.02.2024 20:00:00;0;0;1170;978;;17;172;2337
27.02.2024 20:00:00;27.02.2024 21:00:00;0;0;1176;978;;17;179;2350
27.02.2024 21:00:00;27.02.2024 22:00:00;0;0;1170;945;;18;178;2311
27.02.2024 22:00:00;27.02.2024 23:00:00;0;0;1169;904;;19;180;2272
27.02.2024 23:00:00;28.02.2024 00:00:00;0;0;1155;872;;19;188;2234
28.02.2024 00:00:00;28.02.2024 01:00:00;0;0;1162;941;;19;188;2310
28.02.2024 01:00:00;28.02.2024 02:00:00;0;0;1146;932;;20;180;2278
28.02.2024 02:00:00;28.02.2024 03:00:00;0;0;1147;925;;20;177;2269
28.02.2024 03:00:00;28.02.2024 04:00:00;0;0;1153;861;;20;181;2215
28.02.2024 04:00:00;28.02.2024 05:00:00;0;0;1151;819;;20;188;2178
28.02.2024 05:00:00;28.02.2024 06:00:00;0;0;1149;725;;20;183;2077
28.02.2024 06:00:00;28.02.2024 07:00:00;0;0;1155;973;;20;172;2320
28.02.2024 07:00:00;28.02.2024 08:00:00;0;0;1183;996;;19;173;2371
28.02.2024 08:00:00;28.02.2024 09:00:00;0;0;1179;960;;19;165;2323
28.02.2024 09:00:00;28.02.2024 10:00:00;0;0;1183;998;;19;157;2357
28.02.2024 10:00:00;28.02.2024 11:00:00;0;0;1175;1028;;19;129;2351
28.02.2024 11:00:00;28.02.2024 12:00:00;0;0;1184;1026;;19;133;2362
28.02.2024 12:00:00;28.02.2024 13:00:00;0;0;1177;1002;;19;115;2313
28.02.2024 13:00:00;28.02.2024 14:00:00;0;0;1178;966;;19;112;2275
28.02.2024 14:00:00;28.02.2024 15:00:00;0;0;1181;953;;19;119;2272
28.02.2024 15:00:00;28.02.2024 16:00:00;0;0;1181;1001;;19;128;2329
28.02.2024 16:00:00;28.02.2024 17:00:00;0;0;1180;1015;;18;166;2379
28.02.2024 17:00:00;28.02.2024 18:00:00;0;0;1187;1007;;18;175;2387
28.02.2024 18:00:00;28.02.2024 19:00:00;0;0;1182;1020;;18;167;2387
28.02.2024 19:00:00;28.02.2024 20:00:00;0;0;1190;993;;18;168;2369
28.02.2024 20:00:00;28.02.2024 21:00:00;0;0;1185;1017;;18;178;2398
28.02.2024 21:00:00;28.02.2024 22:00:00;0;0;1194;953;;18;161;2326
28.02.2024 22:00:00;28.02.2024 23:00:00;0;0;1189;908;;18;146;2261
28.02.2024 23:00:00;29.02.2024 00:00:00;0;0;1179;837;;19;155;2190
29.02.2024 00:00:00;29.02.2024 01:00:00;0;0;1174;643;;19;161;1997
29.02.2024 01:00:00;29.02.2024 02:00:00;0;0;1170;559;;19;203;1951
29.02.2024 02:00:00;29.02.2024 03:00:00;0;0;1174;460;;20;206;1860
29.02.2024 03:00:00;29.02.2024 04:00:00;0;0;1157;409;;20;201;1787
29.02.2024 04:00:00;29.02.2024 05:00:00;0;0;1120;456;;19;199;1794
29.02.2024 05:00:00;29.02.2024 06:00:00;0;0;1179;410;;19;200;1808
29.02.2024 06:00:00;29.02.2024 07:00:00;0;0;1176;501;;19;207;1903
29.02.2024 07:00:00;29.02.2024 08:00:00;0;0;1169;601;;19;205;1994
29.02.2024 08:00:00;29.02.2024 09:00:00;0;0;1180;701;;19;214;2114
29.02.2024 09:00:00;29.02.2024 10:00:00;0;0;1152;698;;19;226;2095
29.02.2024 10:00:00;29.02.2024 11:00:00;0;0;1139;629;;19;265;2052
29.02.2024 11:00:00;29.02.2024 12:00:00;0;0;1149;620;;18;277;2064
29.02.2024 12:00:00;29.02.2024 13:00:00;0;0;1142;634;;18;293;2087
29.02.2024 13:00:00;29.02.2024 14:00:00;0;0;1134;617;;18;299;2068
29.02.2024 14:00:00;29.02.2024 15:00:00;0;0;1162;687;;17;293;2159
29.02.2024 15:00:00;29.02.2024 16:00:00;0;0;1181;700;;18;269;2168
